主从表关联ID,帐号,数据状态,行政区划代码,行业代码2017,注册资金,上市及新三板、四板挂牌情况,上市挂牌时间,本公司是否为上市挂牌企业主体,上市挂牌企业年末市值,工业总产值当年价格,营业收入,其中主营业务收入,其中技术收入,其中技术转让收入,技术承包收入,技术咨询与服务收入,接受委托研究开发收入,产品销售收入,其中高新技术产品,商品销售收入,其他营业收入,净利润,从业人员期末人数,其中留学归国人员,其中外籍常驻人员,其中引进外籍专家,其中当年新增从业人员,其中吸纳高校应届毕业生,从业人员年平均人数,具有研究生学历位人员,其中博士,其中硕士,具有大学本科学历位人员,具有大学专科学历人员,接受高等教育前为非就业地户籍人员,技能人员,其中高级技师国家职业资格一级,技师国家职业资格二级,高级技能人员国家职业资格三级,中级技能人员国家职业资格四级,初级技能人员国家职业资格五级,中层及以上管理人员,专业技术人员,科技活动人员合计,科技活动费用合计,当年专利申请数
351640,91450400745141174G,en,4504,2641,9210,00,,,0,57760,58918,56650,0,0,0,0,0,56650,45760,0,2268,694,101,1,0,0,8,0,99,1,0,1,12,17,0,0,0,0,0,0,0,18,9,21,3660,5
351641,914504007689220966,en,4504,1530,58000,13,2015,1,0,50696,34268,33793,0,0,0,0,0,33793,27456,0,475,509,106,0,0,0,10,2,102,0,0,0,12,30,4,0,0,0,0,0,0,23,35,36,2387,3
351642,91450400692763251L,en,4504,3563,2000,00,,,0,16108.89,14570.05,14570.05,0,0,0,0,0,14570.05,14570.05,0,0,-64.55,40,0,0,0,0,0,43,1,1,0,15,10,0,0,0,0,0,0,0,0,0,8,600,0
351643,91450405MA5K943DXX,en,4504,0142,3300,00,,,0,0,2380,2380,0,0,0,0,0,2380,2380,0,0,109,8,0,0,0,0,0,8,0,0,0,1,4,0,0,0,0,0,0,0,1,4,4,214,0
351644,91450400779100995U,en,4504,3482,500,00,,,0,49446.1,44951.66,44951.66,0,0,0,0,0,44951.66,41804,0,0,2112.88,66,0,0,0,0,0,55,0,0,0,1,54,0,1,1,0,0,0,0,7,13,13,2304.3,0
351645,9145040074510260XB,en,4504,3252,16890,00,,,0,107476,107451,107451,0,0,0,0,0,107451,107451,0,0,12597.68,68,0,0,0,8,0,60,0,0,0,10,25,3,0,0,0,0,0,0,15,0,10,5442.02,2
351646,91450400552269470R,en,4504,3251,40000,00,,,0,650000,636905.03,636905.03,0,0,0,0,0,636905.03,636905.03,0,0,5916.05,181,0,0,0,40,5,100,0,0,0,25,35,8,0,0,0,0,0,0,25,0,30,20000,2
351647,914504220543734781,en,4504,0399,10000,00,,,0,0,210163.89,210163.89,0,0,0,0,0,210163.89,210163.89,0,0,-3142.6,100,0,0,0,34,1,88,1,0,1,10,16,0,0,0,0,0,0,0,7,8,16,7515,0
351648,914504000543916253,en,4504,7452,5000,00,,,0,0,3258,3258,3258,0,0,3258,0,0,0,0,0,412,25,0,0,0,4,0,29,0,0,0,9,16,0,0,0,0,0,0,0,9,8,5,245,0
351649,914504003307547969,en,4504,7516,6980,00,,,0,0,14344,14344,0,0,0,0,0,14344,8498,0,0,-2493,58,0,0,0,26,10,50,3,1,1,15,0,0,0,0,0,0,0,0,0,0,15,3000,0
351650,91450400711413899R,en,4504,2927,25000,00,,,0,56055,47969,47969,0,0,0,0,0,47969,40503,0,0,-812,391,0,0,0,30,3,355,0,0,0,65,123,0,0,0,0,0,0,0,10,35,45,2468,0
351651,914504000771367742,en,4504,1495,2000,00,,,0,4451,4400,4400,0,0,0,0,0,4400,4400,0,0,89,11,0,0,0,0,0,11,1,0,1,0,10,1,1,0,0,0,0,1,3,4,4,228.5,0
351652,914504235594131562,en,4504,1742,30000,00,,,0,95389,100229.6,100229.6,0,0,0,0,0,100229.6,66890,0,0,1268.37,93,0,0,0,8,0,93,0,0,0,5,5,0,7,0,0,2,0,5,5,25,25,4020,0
351653,91450400052721352K,en,4504,3039,11519.5,00,,,0,25980,41618,40786,560,0,0,0,560,40786,40786,0,272,6691,120,2,0,0,1,0,105,9,1,8,31,30,0,0,0,0,0,0,0,15,9,50,1622,0
351654,91450400199135593A,en,4504,2740,538578.62,00,,,0,2470246.8,2273144.15,2266990.88,0,0,0,0,0,2266990.88,2218796.54,0,6153.27,500521.33,1815,0,0,0,352,60,1623,67,3,64,500,332,148,104,0,6,9,51,38,83,423,241,44237.8,17
351655,914504030674106100,en,4504,3899,20000,00,,,0,624,608,608,0,0,0,0,0,608,510,0,0,-780,25,0,0,0,12,0,34,0,0,0,2,3,0,0,0,0,0,0,0,4,6,6,155.3,0
351656,9145042270862533XM,en,4504,2641,3180,00,,,0,184846,173961,173961,0,0,0,0,0,173961,173961,0,0,-7532.97,300,0,0,0,0,0,300,0,0,0,35,13,0,0,0,0,0,0,0,36,25,48,7000,0
351657,914504007913292822,en,4504,3990,5010,00,,,0,1245.19,1077.75,1077.75,0,0,0,0,0,1077.75,1077.75,0,0,-1458.13,29,0,0,0,0,0,29,1,0,1,11,6,0,0,0,0,0,0,0,0,0,10,625.6,3
351658,91450400619422653E,en,4504,2663,70000,00,,,0,303081,265808,265808,0,0,0,0,0,265808,160664,0,0,7179,239,0,0,0,0,0,239,3,0,3,26,31,0,0,0,0,0,0,0,54,64,30,8080,0
351659,91450423561578902K,en,4504,1391,118000,00,,,0,386605.51,305686.48,305686.48,0,0,0,0,0,305686.48,305686.48,0,0,591.34,105,0,0,0,48,0,100,0,0,0,15,30,0,0,0,0,0,0,0,9,8,21,3000,2
351660,914504007565039867,en,4504,4040,9030,13,2015,1,0,14050,11746,11731,0,0,0,0,0,11731,2921,0,15,-1367,121,0,0,0,9,0,121,0,0,0,9,23,0,0,0,0,0,0,0,11,0,35,901,5
351661,91450400348506045F,en,4504,3976,80000,00,,,0,21000,8968.5,8968.5,0,0,0,0,0,8968.5,8968.5,0,0,410.5,55,0,0,0,0,0,75,0,0,0,1,6,0,0,0,0,0,0,0,12,3,12,1530.5,0
351662,91450400584340585L,en,4504,2022,18880,00,,,0,111390,91823,91823,0,0,0,0,0,91823,91823,0,0,-936,140,0,0,0,10,5,140,0,0,0,30,25,0,25,0,0,3,0,22,20,25,20,3050,0
351663,91450422759793894M,en,4504,2643,110000,00,,,0,1542853,1164096.8,1164096.8,0,0,0,0,0,1152339.42,1152339.42,11757.38,0,160584.97,1088,0,0,0,0,0,1071,0,0,0,28,93,0,0,0,0,0,0,0,116,114,315,53498.42,5
351664,91450400065422992X,en,4504,6531,5010,00,,,0,0,11989.14,11989.14,7.56,0,0,7.56,0,11313.48,11313.48,458,210.1,1695.36,19,0,0,0,0,0,20,0,0,0,2,7,0,0,0,0,0,0,0,4,6,6,632.9,0
351665,91450400765810179P,en,4504,1399,460000,00,,,0,952611,922527,866143,0,0,0,0,0,866143,866143,0,56384,183339,1279,0,0,1,15,4,1350,11,6,5,156,506,0,25,1,0,3,10,11,116,529,239,53750,0
351666,914504007738920983,en,4504,2663,6650,00,,,0,54243,51547,51547,0,0,0,0,0,51547,15652,0,0,-1207,66,0,0,0,0,0,66,1,0,1,37,3,0,0,0,0,0,0,0,7,10,12,2771,0
351667,91450400669747376E,en,4504,3983,2463,00,,,0,45600,41593,41593,0,0,0,0,0,41593,41593,0,0,-1558,230,0,10,0,0,0,210,2,0,2,18,25,6,10,1,0,0,5,4,15,20,25,1633.4,0
351668,91450422794325180P,en,4504,2641,1680,00,,,0,296260,300723,290609,114,50,30,20,4,290609,290609,0,10000,17892,384,0,0,0,15,2,380,1,0,1,3,7,0,9,0,0,0,6,3,15,5,56,5900,2
351669,91450422554718970D,en,4504,3071,30000,00,,,0,382354.46,398969.69,398969.69,0,0,0,0,0,398969.69,398969.69,0,0,3315.46,433,0,0,0,0,0,700,1,0,1,26,58,80,0,0,0,0,0,0,80,35,72,13961.5,0
351670,91450400340426083Q,en,4504,2661,3000,00,,,0,61072,60916,60916,0,0,0,0,0,60916,60916,0,0,5429,33,0,0,0,0,0,33,0,0,0,11,13,0,0,0,0,0,0,0,6,5,8,2130,0
351671,91450400751237076G,en,4504,2643,12390,00,,,0,640650,608785,603553,0,0,0,0,0,603553,603553,0,5232,72973,555,0,0,0,8,1,540,1,1,0,18,60,11,0,0,0,0,0,0,24,78,78,21712,2
47770,914505210595092749,en,4505,1329,2000,00,,,0,100900,111110,111078,0,0,0,0,0,111078,89078,0,32,110,80,0,0,0,21,5,82,2,0,2,4,28,10,0,0,0,0,0,0,30,45,45,4520,0
47776,914505217997001035,en,4505,1329,50000,00,,,0,382412,393984.13,378659.37,0,0,0,0,0,378659.37,354462.33,0,15324.76,29997.47,256,0,0,0,1,0,255,1,0,1,46,41,0,30,0,0,1,3,26,25,50,38,14303.28,3
47777,91450500564023881Q,en,4505,1530,47764.6,13,2014,1,0,1596.24,663.06,663.06,0,0,0,0,0,130.78,130.78,0,532.28,-1793.79,35,0,0,0,0,0,37,0,0,0,8,10,0,0,0,0,0,0,0,18,6,7,101,0
47778,914505006877931228,en,4505,3140,500000,00,,,0,18439000,19202986.86,15020532.19,0,0,0,0,0,15020532.19,9958693.5,0,4182454.67,86791.11,2300,0,0,0,12,5,1985,5,0,5,130,260,0,0,0,0,0,0,0,34,0,245,107061.25,12
47783,91450521779103133A,en,4505,1373,34000,00,,,0,181549,173277,173277,0,0,0,0,0,173277,152483,0,0,6022,237,0,0,0,60,22,234,3,0,3,57,78,0,0,0,0,0,0,0,18,39,63,12235,4
212660,91450500MA5KAMK304,EN,4505,7451,2000,00,,,0,0,1186,1186,1186,0,0,1186,0,0,0,0,0,-3422.2,44,0,0,0,11,11,44,2,0,2,37,5,0,2,0,1,1,0,0,2,28,1,235.48,0
212671,914505217689213926,EN,4505,3823,50000,00,,,0,35788,31788,31788,0,0,0,0,0,31788,98,0,0,206.2,78,0,0,0,10,3,75,0,0,0,10,18,0,20,0,0,0,2,18,10,35,16,960,6
212717,914505216750184017,EN,4505,3572,99700,00,,,0,167544,139626,116487,0,0,0,0,0,116487,108903,0,23139,2097,268,0,0,0,1,1,273,2,1,1,22,17,12,0,0,0,0,0,0,28,38,62,7587,12
212951,91450500773891095P,EN,4505,1019,11384,00,,,0,1133,1133,1133,0,0,0,0,0,1133,1133,0,0,-9088.7,42,0,0,0,0,0,41,3,0,3,17,15,0,0,0,0,0,0,0,11,3,21,327,1
212965,91450500735159581K,EN,4505,1019,66000,00,,,0,44021,44021,34458,0,0,0,0,0,40243,30600,0,3778,-29284,180,0,0,0,0,0,166,0,0,0,25,20,0,0,0,0,0,0,0,6,36,36,3101.5,0
213023,91450500569051646G,EN,4505,3140,500000,00,,,0,26390166,25750300,24292030,0,0,0,0,0,24292030,12874770,0,1458270,20165,1581,0,0,0,197,7,1384,2,0,2,161,185,0,0,0,0,0,0,0,24,0,157,69769,3
351167,914505007321933037,en,4505,1361,50000,00,,,0,171741,171741,171741,0,0,0,0,0,171741,171741,0,0,5541,70,0,0,0,0,0,65,0,0,0,6,20,0,0,0,0,0,0,0,5,0,11,7224,0
351171,9145052109857559X5,en,4505,0411,30000,00,,,0,0,2784.42,2784.42,2784.42,0,0,2784.42,0,0,0,0,0,408.21,23,0,0,0,2,0,23,1,0,1,2,4,0,0,0,0,0,0,0,5,2,5,217.9,7
351172,91450500063561323T,en,4505,0519,30000,00,,,0,0,1957.96,1957.96,0,0,0,0,0,1957.96,1586,0,0,152.65,15,0,0,0,0,0,15,0,0,0,1,5,0,0,0,0,0,0,0,1,6,6,120,0
351180,91450521732192116C,en,4505,1499,11000,00,,,0,381045.6,577641,576725,0,0,0,0,0,576725,576725,0,916,3215,628,0,0,0,120,0,450,0,0,0,15,45,0,120,0,10,5,10,95,32,120,120,18675,0
351183,914505020771016945,en,4505,7492,500,00,,,0,0,1633.9,1633.9,0,0,0,0,0,1633.9,1388.82,0,0,79.28,27,0,0,0,17,0,27,0,0,0,2,2,0,0,0,0,0,0,0,5,10,5,220.41,6
351184,9145050057182293XW,en,4505,3039,200000,11,2018,1,0,106934,154713,151048,0,0,0,0,0,98762,98762,3665,52286,17897,82,0,0,0,0,0,82,0,0,0,15,15,0,15,0,0,0,5,10,15,10,28,4892,1
47768,91450500768908403B,en,4505,3899,154316,00,,,0,568161,707488,705575,0,0,0,0,0,705575,705575,0,1913,17644,4617,0,0,0,136,0,5752,2,0,2,75,216,0,0,0,0,0,0,0,11,579,579,17796,0
47769,91450500708781463B,en,4505,3829,50000,00,,,0,20200,15559,15559,0,0,0,0,0,15559,15400,0,0,2273,65,0,0,0,0,0,65,2,0,2,18,11,0,0,0,0,0,0,0,0,0,26,1761,1
47771,9145050019935485XA,en,4505,3829,1099911,1,1998,1,11835050.56,926147.2,731828.54,731828.54,0,0,0,0,0,725761.18,439097.12,0,6067.36,4928.75,2202,0,0,0,525,123,2202,36,7,29,678,1265,0,263,12,56,23,42,130,236,263,263,57256,1
47772,91450500729740484L,en,4505,3073,18000,00,,,0,5562.87,3896.29,3896.29,0,0,0,0,0,3896.29,3896.29,0,0,-734.47,36,0,0,0,1,1,34,0,0,0,21,5,0,0,0,0,0,0,0,5,17,10,442.53,0
47773,91450500697623194Y,en,4505,3534,30000,00,,,0,49302,41757,41757,0,0,0,0,0,41757,32913,0,0,1171.19,127,1,0,0,19,4,118,1,0,1,15,9,0,0,0,0,0,0,0,10,15,20,1905.05,5
47774,91450500579408696X,en,4505,3333,100000,00,,,0,266297.5,314802.53,297591.03,0,0,0,0,0,297591.03,297591.03,0,17211.5,12253.26,145,0,0,0,0,0,142,0,0,0,10,47,0,0,0,0,0,0,0,27,0,39,7605,0
47779,91450500779149801M,en,4505,3091,5000,00,,,0,21057,21157,21157,0,0,0,0,0,21157,14851,0,0,2454,35,0,0,0,3,0,33,0,0,0,10,8,0,4,1,2,0,0,1,9,4,11,3598,0
47780,91450500059515017E,en,4505,3492,1000,00,,,0,2925,1781,1540,1440,0,0,1325,115,180,160,91,70,93,15,0,0,0,0,0,13,8,3,5,5,0,0,0,0,0,0,0,0,4,10,9,562,25
47781,91450500669727682R,en,4505,6513,200000,00,,,0,0,361307,361307,310789,0,0,310789,0,47650,47650,0,2868,238707,268,0,1,1,75,70,245,3,0,3,167,0,0,26,0,0,0,10,16,25,36,240,82900,0
47782,91450500571825874K,en,4505,6511,10000,13,2015,1,0,0,785.98,766.15,442.77,310,0,0,48,278,160,45.38,19.83,120.74,21,0,0,0,0,0,12,1,0,1,6,1,0,0,0,0,0,0,0,2,6,10,500,12
212681,91450500690245274T,EN,4505,6513,3100,13,2016,1,0,0,10951.02,10951.02,0,0,0,0,0,10951.02,10951.02,0,0,1096.49,25,0,0,0,0,0,25,1,0,1,20,4,0,0,0,0,0,0,0,3,18,15,1493.29,3
212788,91450500794322107Q,EN,4505,3823,100000,00,,,0,311202,259335,239332,0,0,0,0,0,239332,239332,0,20003,65385,254,0,0,0,31,7,233,1,0,1,57,57,0,0,0,0,0,0,0,25,31,112,10761,3
212807,91450500708781623J,EN,4505,2761,30000,00,,,0,21567.89,21567.89,21567.89,0,0,0,0,0,21567.89,21567.89,0,0,2867.78,28,0,0,0,0,0,28,1,0,1,8,6,0,0,0,0,0,0,0,6,10,8,1256.88,1
212853,91450500619448618R,EN,4505,3985,88760,00,,,0,287065,276129,272616,0,0,0,0,0,272616,203865,0,3513,8919,278,0,0,0,10,5,263,8,1,7,53,43,0,0,0,0,0,0,0,19,55,86,7265,7
212855,914505007512360810,EN,4505,3821,30000,00,,,0,35929,37237,36939,0,0,0,0,0,36939,33982,0,298,-16873,71,0,0,0,29,0,71,0,0,0,11,19,0,16,1,6,9,0,0,7,15,22,3860,4
212858,91450521751215387A,EN,4505,2625,6000,00,,,0,3500,3203,3203,0,0,0,0,0,3203,3141,0,0,4.5,41,0,0,0,0,0,40,0,0,0,4,8,0,0,0,0,0,0,0,0,0,11,77,0
212878,914505003307696801,EN,4505,4190,15000,00,,,0,145686,134147,134147,0,0,0,0,0,134147,120732,0,0,7388,330,0,0,0,77,0,358,0,0,0,45,98,0,0,0,0,0,0,0,21,36,37,8771,0
212915,91450500098022055K,EN,4505,2438,1000,13,2017,1,1000,1162.61,1162.61,1162.61,0,0,0,0,0,1162.61,1162.61,0,0,934.65,10,0,0,0,0,0,10,0,0,0,4,1,0,0,0,0,0,0,0,4,4,10,169.85,0
212935,91450500330709645X,EN,4505,3913,10000,00,,,0,88892,85191.42,85103.89,0,0,0,0,0,85103.89,85103.89,0,87.53,5808.16,162,0,0,0,63,0,177,0,0,0,3,6,5,0,0,0,0,0,0,5,0,30,3299,0
212943,91450521775955195P,EN,4505,4190,31000,00,,,0,223987,402900.82,402900.82,0,0,0,0,0,402900.82,241899.87,0,0,43084.77,405,0,0,0,66,9,370,0,0,0,36,71,0,0,0,0,0,0,0,27,0,50,13245.44,0
212959,91450500794315564A,EN,4505,3829,20000,00,,,0,34012.06,26256.26,26256.26,0,0,0,0,0,26256.26,26256.26,0,0,1815.45,60,0,0,0,3,0,69,5,0,5,25,20,48,12,0,0,0,7,5,5,12,36,2871.25,0
212990,91450500348533238R,EN,4505,3914,30000,00,,,0,80048.09,62942,62942,0,0,0,0,0,62942,62942,0,0,-3566,81,0,0,0,20,0,81,0,0,0,35,9,0,0,0,0,0,0,0,8,22,35,3372,5
213026,91450500596876483U,EN,4505,2614,80000,00,,,0,763205,724640,709062,0,0,0,0,0,709062,709062,0,15578,854.25,160,0,0,0,0,0,160,1,0,1,32,35,0,0,0,0,0,0,0,4,13,24,987,0
213041,91450500619448730Q,EN,4505,2682,5050,00,,,0,41200,41122,41122,0,0,0,0,0,41122,24673,0,0,1142.25,101,0,0,0,0,0,101,0,0,0,7,11,0,0,0,0,0,0,0,25,16,12,3005,0
213106,914505005871495089,EN,4505,2625,50000,00,,,0,21349,21388,21388,0,0,0,0,0,21388,21388,0,0,213,110,0,0,0,2,2,110,0,0,0,21,55,0,0,0,0,0,0,0,17,5,22,1322,1
213109,914505007821196030,EN,4505,0411,50000,00,,,0,0,10892,10892,0,0,0,0,0,10892,9567,0,0,150,22,0,0,0,0,0,22,1,0,1,8,3,0,0,0,0,0,0,0,3,6,6,654,0
213143,91450500086512743T,EN,4505,3919,9750,00,,,0,320000,319458,319209,0,0,0,0,0,318332,3200,0,1126,44699,423,3,0,0,0,0,420,4,2,2,35,48,0,0,0,0,0,0,0,16,45,50,10599,84
351168,91360200MA35G36L2U,en,4505,3052,30000,00,,,0,57222,63291,63291,0,0,0,0,0,63020,63020,271,0,1196,434,0,0,0,200,0,450,0,0,0,5,21,0,51,0,0,0,0,51,12,51,50,3431,0
351169,91450500MA5K9KDHX4,en,4505,6513,5000,13,2017,1,0,0,15564.01,15564.01,0,0,0,0,0,15564.01,15564.01,0,0,1501.71,20,0,0,0,0,0,20,1,0,1,15,4,0,0,0,0,0,0,0,3,8,9,1542.59,0
351170,914505007852075619,en,4505,2541,158004.85,00,,,0,908019.62,909171.04,847706.7,0,0,0,0,0,847706.7,595076.64,0,61464.34,41895.98,535,0,0,0,86,3,523,5,1,4,72,120,0,0,0,0,0,0,0,38,57,65,27729,6
351173,91450500MA5KX5YF74,en,4505,6599,3000,00,,,0,0,664.06,664.06,0,0,0,0,0,664.06,460,0,0,-160.67,10,0,0,0,0,0,10,3,0,3,3,0,0,0,0,0,0,0,0,4,6,6,211.53,5
351174,914505007738644090,en,4505,1369,20000,13,2015,1,0,20636.96,19720.85,19720.85,0,0,0,0,0,19720.85,19720.85,0,0,2556.49,40,3,0,3,0,0,40,6,1,5,10,6,0,1,0,0,0,0,1,5,5,15,4463.07,0
351176,91450500765831316F,en,4505,6532,15000,00,,,0,7710,19553,19447,6939,0,0,6405,534,7710,7710,0,4904,2230.8,50,2,0,0,24,1,32,2,0,2,11,18,0,3,1,0,0,1,1,6,13,13,1795,0
351177,91450500559447911T,en,4505,6513,1000,00,,,0,0,818.9,818.9,818.5,696.2,0,122.3,0,0.4,0.4,0,0,53.3,10,0,0,0,0,0,14,1,0,1,1,8,0,4,0,0,0,1,3,2,5,5,406.1,29
351178,914505003158141994,en,4505,6432,5000,13,2016,1,5000,0,1882,1882,27,0,0,27,0,1855,1855,0,0,-302.3,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,0,4,120,0
351179,914505006851646050,en,4505,6513,600,00,,,0,0,1407.17,1407.17,1403.17,0,0,0,1403.17,4,0,0,0,399.18,7,0,0,0,0,0,9,0,0,0,4,2,0,0,0,0,0,0,0,1,4,6,435.97,0
351182,914505020706175087,en,4505,6410,5000,13,2017,1,5000,0,102,66,66,0,66,0,0,0,0,0,36,30,3,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,49,0
351185,91450500753742762W,en,4505,3823,28000,00,,,0,11231,11231,11231,80,0,0,80,0,11151,7200,0,0,34,25,0,0,0,1,1,25,1,0,1,4,3,0,0,0,0,0,0,0,6,12,10,628.9,2
47790,91450603552250104T,en,4506,1340,128231,00,,,0,635444,802643.71,802560.6,0,0,0,0,0,802560.6,633761.89,0,83.11,-201593.31,369,0,0,0,0,0,369,1,0,1,36,88,0,0,0,0,0,0,0,17,202,59,13625,0
47791,91450600571818930U,en,4506,3024,87250,13,2015,1,0,18002,15249,15249,0,0,0,0,0,15249,15249,0,0,-4939,79,0,0,0,0,0,79,0,0,0,10,16,0,0,0,0,0,0,0,20,11,11,1031,10
47792,91450600669726129T,en,4506,2541,30000,13,2015,1,0,4168.37,4568.24,4568.24,0,0,0,0,0,4568.24,4568.24,0,0,-2317.23,15,0,0,0,2,2,17,2,0,2,5,3,0,5,0,0,0,2,3,5,6,6,718.2,0
47793,91450603282952260Y,en,4506,0399,10000,00,,,0,0,7465,7094,0,0,0,0,0,7094,7094,0,371,-3907,41,0,0,0,6,0,37,3,0,3,6,2,0,0,0,0,0,0,0,3,8,9,1520,0
47795,914506006801201289,en,4506,3024,23050,00,,,0,38593,36542,36542,1435,530,315,590,0,30956,30956,3651,500,1770,63,0,0,0,15,2,52,10,4,6,7,7,7,7,0,0,2,4,1,8,32,52,6189,6
47796,914506816953912709,en,4506,0164,200000,00,,,0,19285,7500,7240,0,0,0,0,0,7240,7240,0,260,-1102,24,0,0,0,0,0,30,0,0,0,14,6,0,0,0,0,0,0,0,6,8,5,200,16
212679,91450600672480297K,EN,4506,2622,59000,00,,,0,113610.08,110066.82,110066.82,0,0,0,0,0,110019.54,110019.54,0,47.28,-6249.28,161,0,0,0,60,0,156,0,0,0,10,42,0,0,0,0,0,0,0,15,22,22,5230.98,1
212753,9145060075122294X6,EN,4506,3120,3000000,00,,,0,24220953,23016609,21850122,0,0,0,0,0,21850122,2001019,1166487,0,3817705,8124,26,0,0,0,0,8000,5,0,5,997,1860,1625,208,2,15,23,56,112,33,1562,836,711847,0
212824,91450600579447943D,EN,4506,2619,176538.46,00,,,0,291592.26,292696.77,292696.77,0,0,0,0,0,292696.77,215905.91,0,0,56081.37,27,0,0,0,0,0,29,0,0,0,4,11,0,0,0,0,0,0,0,3,9,11,9399.26,0
212849,91450681675039501M,EN,4506,1452,51000,00,,,0,157000,161134,161061,0,0,0,0,0,160312,114827,0,822,3509,399,0,0,0,112,18,360,1,0,1,9,19,0,3,1,0,0,2,0,25,78,40,6812,0
212852,914506025640259835,EN,4506,2641,5000,00,,,0,317.22,317.22,317.22,0,0,0,0,0,317.22,300,0,0,-1375.04,33,0,0,0,0,0,33,4,4,0,3,2,0,0,0,0,0,0,0,3,5,7,168.62,18
212879,91450602090709303Y,EN,4506,7516,20000,00,,,0,0,301,301,226,74,66,45,41,75,0,0,0,-695,8,0,0,0,5,4,8,2,1,1,4,1,0,0,0,0,0,0,0,5,3,6,242,3
212906,91450600680129835R,EN,4506,3311,20000,00,,,0,95771.26,95771.26,95771.26,0,0,0,0,0,95771.26,79777.46,0,0,3105.41,160,0,0,0,11,7,169,0,0,0,40,35,0,41,4,10,6,17,4,15,90,30,6871.15,0
212950,91450600554724510R,EN,4506,3211,3000000,00,,,0,25222314,22417836,22158593,0,0,0,0,0,22158593,19493923,0,259243,212743,1515,0,0,0,235,61,1488,16,0,16,288,768,1019,719,5,20,193,492,9,46,119,203,997137,18
213045,91450621737602495X,EN,4506,1340,67540,00,,,0,634791,574125.44,573010.14,0,0,0,0,0,573030.14,573030.14,0,1095.3,-97170.79,538,0,0,0,0,0,538,2,0,2,31,114,0,0,0,0,0,0,0,102,88,63,3347,0
351201,914506007537364424,en,4506,1361,28000,11,2015,1,0,61866,60322,60322,0,0,0,0,0,60322,3916,0,0,809,102,0,0,0,1,1,91,6,1,5,10,11,0,0,0,0,0,0,0,0,0,11,712,0
351202,914506000543925565,en,4506,3312,10000,00,,,0,3183,3181,3181,0,0,0,0,0,3021.95,2290.32,159.05,0,-2035,20,0,0,0,0,0,21,0,0,0,3,3,0,0,0,0,0,0,0,5,8,6,190.87,0
351203,91450600680138221T,en,4506,3311,100000,00,,,0,171844,171844,171844,0,0,0,0,0,171844,114010,0,0,431,224,0,0,0,29,20,224,1,0,1,98,57,0,89,3,2,3,70,11,22,75,124,6698,10
351204,914506815572434563,en,4506,2770,2000,00,,,0,1100,1051,705,0,0,0,0,0,346,346,705,0,-98,40,0,0,0,0,0,20,1,1,0,3,15,0,0,0,0,0,0,0,2,5,10,150,0
351205,91450600310187181A,en,4506,2663,10000,00,,,0,11305,9084,9084,0,0,0,0,0,9084,9084,0,0,-198,22,0,0,0,4,0,18,1,1,0,7,1,0,0,0,0,0,0,0,3,8,8,928,0
351206,9145068173996270XF,en,4506,3587,10000,13,2015,1,0,78346,78346,78346,0,0,0,0,0,78346,27421,0,0,-57,95,0,0,0,0,0,95,3,1,2,15,0,0,0,0,0,0,0,0,0,0,25,2038,0
351207,91450603708636901N,en,4506,1530,2500,00,,,0,3821,1464,1464,0,0,0,0,0,1054,1054,0,410,-530,40,0,0,0,0,0,40,0,0,0,10,15,0,0,0,0,0,0,0,5,15,9,301,1
351209,914506007420950619,en,4506,4710,309990,00,,,0,0,1286972,1286972,1286972,0,0,1286972,0,0,0,0,0,10388,509,0,0,0,0,0,509,3,0,3,292,136,0,0,0,0,0,0,0,0,95,95,39849,0
351210,91450602340374308X,en,4506,6321,500,00,,,0,0,837.79,837.79,0,0,0,0,0,837.79,837.79,0,0,-1229.28,18,0,0,0,3,2,15,2,0,2,8,6,10,12,0,0,2,5,5,4,11,12,449.06,3
351211,914506007276846187,en,4506,3531,12119,00,,,0,63868,54098,54098,0,0,0,0,0,51236,51236,0,2862,9679,138,5,0,0,0,0,148,12,6,6,58,62,0,0,0,0,0,0,0,25,28,18,10900,3
48076,91450700779133260X,en,4507,3039,110000,12,2010,2,9264047,280400,326697,326697,0,0,0,0,0,318752,139643,0,7945,7565,45,0,0,0,4,0,45,2,0,2,11,10,0,0,0,0,0,0,0,10,11,12,3385,1
48077,91450700077121257G,en,4507,3411,2000,13,2015,1,0,8010,7340,7340,0,0,0,0,0,7340,7340,0,0,330,18,0,0,0,2,0,20,0,0,0,5,8,2,7,0,0,0,0,7,6,7,5,1100,0
48078,91450700677721977X,en,4507,3516,5000,00,,,0,2163,15857,15849,8,0,0,8,0,777,0,15038,34,-2966,25,0,0,0,0,0,30,0,0,0,5,2,0,3,0,0,0,3,0,6,3,12,570,1
48079,914507006976075145,en,4507,3074,1000,00,,,0,567.87,567.87,567.87,0,0,0,0,0,567.87,567.87,0,0,-898.36,21,0,0,0,0,0,21,1,0,1,2,2,0,5,1,0,0,4,0,2,8,8,100,2
48080,91450721596864888K,en,4507,1519,5000,00,,,0,1050,279,229,50,50,0,0,0,229,0,0,0,-1063.7,25,0,0,0,0,0,21,1,0,1,5,5,0,0,0,0,0,0,0,7,3,11,280,2
